aggregation,group,method,budget,n,quality_mean,ttft_ms_mean,ttft_ms_p50,ttft_ms_p95,decode_ms_mean,decode_ms_p50,decode_ms_p95,e2e_ms_mean,e2e_ms_p50,e2e_ms_p95,ssd_read_mb_mean,ssd_read_mb_total,selector_ms_mean,scatter_ms_mean,prefill_ms_mean,selected_kv_ratio_mean,logical_visual_token_ratio_mean,ssd_payload_ratio_vs_full_visual_kv_mean,history_tokens_mean,active_visual_tokens_mean,total_context_tokens_mean,full_visual_kv_gb_mean,selected_visual_kv_gb_mean,gpu_memory_allocated_gb_mean,gpu_peak_memory_allocated_gb_mean,process_rss_gb_mean,dialog_id
dialog,visdial:388816,FullLoad,1.0,10,0.6,624.6368295047432,623.3684644976165,693.0407768115401,54.10124700865708,24.732740508625284,176.99529068195238,678.7380765134003,645.780813501915,834.2835526244014,1124.073472,11240.73472,0.0,,,1.0,1.0,1.0,80.8,2144.0,2258.4,1.124073472,1.124073472,5.183424409600001,6.485329408,2.0908699648,visdial:388816
dialog,visdial:388816,ReComp,,10,0.7,510.06700670113787,509.30859849904664,532.2276402410353,48.41080529731698,19.720419979421422,174.57302660914115,558.4778119984549,536.8604419927578,666.8468931427922,0.0,0.0,0.0,0.0,510.0667864084244,,,,80.8,2144.0,2258.4,1.124073472,0.0,5.0709556224,7.997756672,2.0894572544,visdial:388816
dialog,visdial:388816,SparseVLM 25%,0.25,10,0.7,600.4694330156781,629.8580250004306,650.6529270118335,55.48159278696403,34.04159648925997,150.94867438892823,655.9510258026421,657.3426055256277,770.6934221787377,779.7735424,7797.735424,,,,0.2462686567164179,0.2462686567164179,0.6468283582089552,80.8,2144.0,2258.4,1.124073472,0.7270825984,5.183665254399999,6.4858259968,2.087409664,visdial:388816
dialog,visdial:388816,Static+Diverse 25%,0.25,10,0.6,316.7727857013233,317.40095900022425,332.5760367530165,26.37350580189377,19.62036802433431,54.07238745247013,343.14629150321707,341.7940569925122,373.2646763179218,282.066944,2820.66944,15.601867123041302,50.80601436202414,54.11603730171919,0.2388059701492537,0.2388059701492537,0.2509328358208956,80.8,2144.0,2258.4,1.124073472,0.282066944,5.183424409600001,6.485664614399999,2.087409664,visdial:388816
dialog,visdial:388816,Static+Diverse 50%,0.5,10,0.7,539.2773761064745,539.123387017753,553.9436980936443,38.524120493093506,19.868331990437582,119.68414407456282,577.801496599568,563.0140260036569,655.0794748502084,580.386816,5803.86816,22.533679357729852,88.11822124407627,55.75026800506748,0.5074626865671642,0.5074626865671642,0.5163246268656716,80.8,2144.0,2258.4,1.124073472,0.580386816,5.183665254399999,6.4854219264,2.087409664,visdial:388816
dialog,visdial:413216,FullLoad,1.0,10,0.1,628.4482300048694,622.1838514902629,684.7323592897737,132.52854078891687,167.35131345922127,245.6315220159012,760.9767707937863,773.7303574976977,863.1167129788082,1124.073472,11240.73472,0.0,,,1.0,1.0,1.0,132.2,2144.0,2312.0,1.124073472,1.124073472,5.183424409600001,6.544081100800001,2.0732043264,visdial:413216
dialog,visdial:413216,ReComp,,10,0.1,512.1400287956931,507.74165699840523,544.7323785483604,124.60533489938825,156.62253249320202,237.3570384021149,636.7453636950813,674.9730930023361,755.9457701427164,0.0,0.0,0.0,0.0,512.1397784969304,,,,132.2,2144.0,2312.0,1.124073472,0.0,5.0709556224,8.1078432768,2.0661542912,visdial:413216
dialog,visdial:413216,SparseVLM 25%,0.25,10,0.1,692.8542683075648,687.5532240082975,732.1747825859347,132.85293799708597,112.94992850162089,281.6323910374193,825.7072063046508,811.6912764962763,975.9164501156192,873.0968064,8730.968064,,,,0.2462686567164179,0.2462686567164179,0.7298507462686568,132.2,2144.0,2312.0,1.124073472,0.8204058624,5.183665254399999,6.5451666432,2.0662050815999997,visdial:413216
dialog,visdial:413216,Static+Diverse 25%,0.25,10,0.1,304.20583679224364,303.93207250745036,332.2724259662209,132.90547070209868,151.90219550277106,282.4974253773689,437.1113074943423,471.98818597826175,587.622257595649,274.202624,2742.02624,14.635558798909187,48.2492363313213,58.64071748801507,0.2388059701492537,0.2388059701492537,0.24393656716417916,132.2,2144.0,2312.0,1.124073472,0.274202624,5.183424409600001,6.5448042496,2.0662050815999997,visdial:413216
dialog,visdial:413216,Static+Diverse 50%,0.5,10,0.1,503.63807690446265,512.1101479744539,525.0440065428847,107.76069309213199,95.30327998800203,238.96387890563335,611.3987699965946,614.348778501153,712.7730300009716,574.09536,5740.9536,21.087444975273684,84.10952661070041,60.384883597726,0.5074626865671642,0.5074626865671642,0.5107276119402985,132.2,2144.0,2312.0,1.124073472,0.57409536,5.183665254399999,6.544793088,2.0662050815999997,visdial:413216
dialog,visdial:413417,FullLoad,1.0,10,0.1,629.9448370060418,622.1744445210788,708.8523328013251,41.97193398140371,20.39771748241037,127.23042741126832,671.9167709874455,644.6060664893594,795.6656252383254,1124.073472,11240.73472,0.0,,,1.0,1.0,1.0,119.6,2144.0,2298.3,1.124073472,1.124073472,5.183344128,6.526461132800001,2.111946752,visdial:413417
dialog,visdial:413417,ReComp,,10,0.1,509.5655817014631,506.9243384641595,540.3262050589547,39.80594309978187,19.73973648273386,126.97142355900709,549.371524801245,532.1721479995176,651.8783344974506,0.0,0.0,0.0,0.0,509.5653656113427,,,,119.6,2144.0,2298.3,1.124073472,0.0,5.070674636800001,8.0791909888,2.0953219072000002,visdial:413417
dialog,visdial:413417,SparseVLM 25%,0.25,10,0.1,704.7100250027142,725.3585045109503,751.7731106519932,35.193603491643444,30.56677448330447,58.12624830577985,739.9036284943577,756.3553154759575,799.7356124222279,925.3158912,9253.158912,,,,0.2462686567164179,0.2462686567164179,0.7763059701492537,119.6,2144.0,2298.3,1.124073472,0.8726249472000001,5.183344128,6.5278026752,2.0991664128,visdial:413417
dialog,visdial:413417,Static+Diverse 25%,0.25,10,0.1,305.25042960071005,308.3431400009431,323.70018972142134,51.35441701277159,19.814728992059827,162.66682485584164,356.60484661348164,340.1515354926232,468.5155620158184,278.396928,2783.96928,15.051492565544322,49.45836304104887,57.68918750109151,0.2238805970149254,0.2238805970149254,0.24766791044776118,119.6,2144.0,2298.3,1.124073472,0.278396928,5.183344128,6.5268983808000005,2.0921540608,visdial:413417
dialog,visdial:413417,Static+Diverse 50%,0.5,10,0.1,532.1908527985215,537.4791214999277,545.0548599357717,40.220696199685335,19.766381476074457,128.9741228916681,572.4115489982069,557.8475174843334,669.1357422649161,574.619648,5746.19648,22.742678434588015,88.300988485571,59.004946891218424,0.4925373134328358,0.4925373134328358,0.5111940298507462,119.6,2144.0,2298.3,1.124073472,0.574619648,5.183344128,6.526933555199999,2.1057200128,visdial:413417
dialog,visdial:414026,FullLoad,1.0,10,0.6,633.640159398783,639.7111089900136,681.9883719930658,26.864952692994848,24.365799967199564,44.26531219505704,660.5051120917778,665.2762975136284,701.9807688426226,1175.453696,11754.53696,0.0,,,1.0,1.0,1.0,84.3,2242.0,2359.3,1.175453696,1.175453696,5.234724352,6.5910159872,2.0809273344,visdial:414026
dialog,visdial:414026,ReComp,,10,0.6,523.403085017344,522.3402890260331,544.9616351630539,21.2512734986376,19.34093050658703,30.21837319538461,544.6543585159816,542.3014200059697,574.3859045993304,0.0,0.0,0.0,0.0,523.4028219070751,,,,84.3,2242.0,2359.3,1.175453696,0.0,5.1169168384,8.2509185024,2.0898246655999997,visdial:414026
dialog,visdial:414026,SparseVLM 25%,0.25,10,0.6,723.8571268040687,731.0069225204643,757.8913145989645,38.07493539643474,38.70643401751295,50.91579643194563,761.9320622005034,769.4052450242452,806.116292902152,925.4600704,9254.600704,,,,0.24620874219446925,0.24620874219446925,0.740446587867975,84.3,2242.0,2359.3,1.175453696,0.8703606784,5.234724352,6.591815424,2.082342912,visdial:414026
dialog,visdial:414026,Static+Diverse 25%,0.25,10,0.6,301.4557523012627,305.6561140110716,323.30841761722695,21.681796485790983,19.966677471529692,30.200134619371944,323.1375487870537,325.56157547514886,352.33091828704346,297.467904,2974.67904,14.80133113800548,50.03872190718539,51.85911150765605,0.2292595896520963,0.2292595896520963,0.25306645851917936,84.3,2242.0,2359.3,1.175453696,0.297467904,5.234724352,6.591256064,2.082342912,visdial:414026
dialog,visdial:414026,Static+Diverse 50%,0.5,10,0.6,516.8950348044746,516.7311385157518,550.6149563530926,21.66449420619756,19.79085401399061,30.712330920505316,538.5595290106721,536.8183990358375,581.0732112498954,589.299712,5892.99712,21.260388958035037,85.69500871235505,54.6604682051111,0.48617305976806424,0.48617305976806424,0.5013380909901873,84.3,2242.0,2359.3,1.175453696,0.589299712,5.234724352,6.591193753600001,2.0936138752,visdial:414026
dialog,visdial:416028,FullLoad,1.0,10,0.7,710.7300205039792,715.6393749755807,779.9507418967551,27.233461890136823,21.78269051364623,52.66106222406955,737.963482394116,744.7817539796233,801.61690886016,1233.125376,12331.25376,0.0,,,1.0,1.0,1.0,82.2,2352.0,2467.9,1.233125376,1.233125376,5.292740096,6.7070868992,2.1242826752,visdial:416028
dialog,visdial:416028,ReComp,,10,0.7,553.429793898249,560.0131344981492,576.9089207577053,24.68789300764911,19.12540799821727,49.80554002977436,578.1176869058982,583.7589795119129,614.1605155804427,0.0,0.0,0.0,0.0,553.4295645018574,,,,82.2,2352.0,2467.9,1.233125376,0.0,5.1688213504,8.5332466688,2.1242826752,visdial:416028
dialog,visdial:416028,SparseVLM 25%,0.25,10,0.5,788.4485888993368,778.519031999167,845.2762255183188,36.190091096796095,28.58526899944991,65.75907896913118,824.6386799961329,814.0028165071271,890.3769871481927,999.7385727999999,9997.385728,,,,0.24489795918367344,0.24489795918367344,0.7638605442176871,82.2,2352.0,2467.9,1.233125376,0.9419358207999999,5.292396032,6.7078533632,2.1245394944,visdial:416028
dialog,visdial:416028,Static+Diverse 25%,0.25,10,0.5,350.3300871059764,359.33644452597946,368.74740050989203,26.95742740179412,19.440456002485007,59.33838315249882,377.28751450777054,381.07500050682575,417.3483711172593,323.223552,3232.23552,16.431081324117258,55.89007668895647,53.39969259221107,0.24489795918367344,0.24489795918367344,0.26211734693877553,82.2,2352.0,2467.9,1.233125376,0.323223552,5.292740096,6.7074231808,2.1245394944,visdial:416028
dialog,visdial:416028,Static+Diverse 50%,0.5,10,0.5,590.5576911056414,591.3563155045267,608.6110933625605,25.638932886067778,19.582001492381096,52.26343009271653,616.1966239917092,612.3424065008294,647.2289940778865,622.329856,6223.29856,23.54403712088242,92.96203131671064,56.18166920612566,0.4829931972789116,0.4829931972789116,0.5046768707482994,82.2,2352.0,2467.9,1.233125376,0.622329856,5.292396032,6.707269017600001,2.1245394944,visdial:416028
dialog,visdial:417322,FullLoad,1.0,10,0.2,675.0792214006651,699.6071424800903,732.9647931357613,46.15427009994164,22.12226649862714,135.44967059860926,721.2334915006068,721.2995754962321,837.5355583295458,1124.073472,11240.73472,0.0,,,1.0,1.0,1.0,100.3,2144.0,2279.5,1.124073472,1.124073472,5.183344128,6.507028582399999,2.106843136,visdial:417322
dialog,visdial:417322,ReComp,,10,0.2,508.12340039992705,506.6026680287905,530.7515332126059,44.243306398857385,19.316079997224733,132.64431364950713,552.3667067987844,536.0227604978718,643.6212515312944,0.0,0.0,0.0,0.0,508.12318249372765,,,,100.3,2144.0,2279.5,1.124073472,0.0,5.070674636800001,8.0410585088,2.106843136,visdial:417322
dialog,visdial:417322,SparseVLM 25%,0.25,10,0.2,609.6086093981285,616.2896769819781,642.6565933506936,59.03496429673396,40.11939949123189,160.4268390976357,668.6435736948624,648.9291194884572,803.0834324483293,695.6777472,6956.777472,,,,0.2462686567164179,0.2462686567164179,0.5720149253731344,100.3,2144.0,2279.5,1.124073472,0.6429868032,5.183344128,6.507604736,2.106843136,visdial:417322
dialog,visdial:417322,Static+Diverse 25%,0.25,10,0.2,330.39120910689235,330.8145365153905,350.563587792567,46.20604639640078,19.816438987618312,140.36837122403074,376.5972555032931,356.14895352046005,480.16202082799265,279.969792,2799.69792,16.600100067444146,52.10167798795737,54.75078870076686,0.2388059701492537,0.2388059701492537,0.24906716417910452,100.3,2144.0,2279.5,1.124073472,0.279969792,5.183344128,6.5074587648,2.106843136,visdial:417322
dialog,visdial:417322,Static+Diverse 50%,0.5,10,0.2,573.5394027084112,576.2425280117895,581.1916946870042,45.662536984309554,19.738692993996665,137.1853728312998,619.2019396927208,600.4069444607012,707.5564271071925,575.143936,5751.43936,23.806061531649902,88.38021016563289,57.53413111087866,0.4925373134328358,0.4925373134328358,0.5116604477611941,100.3,2144.0,2279.5,1.124073472,0.575143936,5.183344128,6.5074925056,2.106843136,visdial:417322
dialog,visdial:431325,FullLoad,1.0,10,0.4,666.1218824971002,661.7890849884134,725.9936010173988,33.02357280626893,22.0716905023437,65.20016616850623,699.1454553033691,698.2884529861622,763.9028333069291,1226.83392,12268.3392,0.0,,,1.0,1.0,1.0,122.0,2340.0,2497.1,1.22683392,1.22683392,5.28706304,6.7386381312,2.0869292032,visdial:431325
dialog,visdial:431325,ReComp,,10,0.4,564.6330344141461,563.1904315087013,604.5171213627327,26.86520490096882,19.574464997276664,58.22344451444219,591.4982393151149,583.019845013041,634.1271267068805,0.0,0.0,0.0,0.0,564.6327584050596,,,,122.0,2340.0,2497.1,1.22683392,0.0,5.16315904,8.590424371200001,2.09348608,visdial:431325
dialog,visdial:431325,SparseVLM 25%,0.25,10,0.4,740.1008787041064,759.5251089951489,786.4991598005872,35.44084040331654,27.62785751838237,66.62488051515534,775.541719107423,797.3524050030392,828.5541305755032,941.2608,9412.608,,,,0.24615384615384617,0.24615384615384617,0.7203525641025641,122.0,2340.0,2497.1,1.22683392,0.88375296,5.286104576,6.7389283328000005,2.0931457024,visdial:431325
dialog,visdial:431325,Static+Diverse 25%,0.25,10,0.4,346.78878010599874,346.95859902421944,370.78975852928124,21.553584409411997,19.808748009381816,30.151114819454943,368.34236451541074,366.91893253009766,399.2317977070343,314.441728,3144.41728,16.284572967560962,54.36939349747263,58.31919619231485,0.24615384615384617,0.24615384615384617,0.2563034188034187,122.0,2340.0,2497.1,1.22683392,0.314441728,5.28706304,6.7393678848,2.0878757888,visdial:431325
dialog,visdial:431325,Static+Diverse 50%,0.5,10,0.3,566.1567131115589,578.4807809977792,598.1349397159647,21.52824249351397,19.503508519846946,30.724359527812318,587.6849556050729,597.7741864917334,617.7904507319909,615.514112,6155.14112,22.297391504980624,91.30220410879701,58.14533091033809,0.49230769230769234,0.49230769230769234,0.5017094017094017,122.0,2340.0,2497.1,1.22683392,0.615514112,5.286104576,6.7382005248,2.0982566912,visdial:431325
dialog,visdial:43416,FullLoad,1.0,10,0.6,669.9515792017337,663.3300620014779,737.7470268431352,26.248525886330754,19.925041968235746,42.937839470687315,696.2001050880644,687.3209124896675,779.1194720310159,1233.125376,12331.25376,0.0,,,1.0,1.0,1.0,76.2,2352.0,2461.0,1.233125376,1.233125376,5.292740096,6.7010015231999995,2.0951105536,visdial:43416
dialog,visdial:43416,ReComp,,10,0.6,546.3767392036971,543.7011665198952,570.8487519907067,21.384034189395607,19.536326493835077,29.97469523397738,567.7607733930927,568.5623985191341,590.1472174213268,0.0,0.0,0.0,0.0,546.3764868094586,,,,76.2,2352.0,2461.0,1.233125376,0.0,5.1688213504,8.518239744,2.1001732096,visdial:43416
dialog,visdial:43416,SparseVLM 25%,0.25,10,0.6,740.5489080992993,748.6580825061537,803.4364143182756,32.08157659973949,33.46718801185489,45.91762188356369,772.6304846990388,780.0211555149872,839.9001432408113,977.272832,9772.72832,,,,0.24489795918367344,0.24489795918367344,0.7456420068027211,76.2,2352.0,2461.0,1.233125376,0.91947008,5.292396032,6.7019100672,2.098255872,visdial:43416
dialog,visdial:43416,Static+Diverse 25%,0.25,10,0.6,349.8214361956343,350.42544148745947,379.69328590261284,21.567448996938765,19.45898900157772,31.175861551309914,371.38888519257307,370.1243304822128,399.2110132967355,324.796416,3247.96416,16.15253602503799,54.7554356046021,51.24880839139223,0.24744897959183673,0.24744897959183673,0.26339285714285715,76.2,2352.0,2461.0,1.233125376,0.324796416,5.292740096,6.7013318144,2.0989906944000003,visdial:43416
dialog,visdial:43416,Static+Diverse 50%,0.5,10,0.6,592.6355725096073,599.376795522403,626.1216103943298,22.631915885722265,19.68751597451046,36.83168978022874,615.2674883953296,619.0643114969134,662.6021336880513,623.640576,6236.40576,22.54212708794512,93.73676969553344,52.90948830661364,0.4829931972789116,0.4829931972789116,0.5057397959183675,76.2,2352.0,2461.0,1.233125376,0.623640576,5.292396032,6.701033881600001,2.1025652736,visdial:43416
dialog,visdial:442053,FullLoad,1.0,10,0.7,690.514275507303,706.9484659878071,754.5348753192229,23.947959492215887,19.82424847665243,41.908167258952716,714.4622349995188,726.7854864767287,789.1819391865283,1233.125376,12331.25376,0.0,,,1.0,1.0,1.0,83.0,2352.0,2468.6,1.233125376,1.233125376,5.292740096,6.70774272,2.1165473792,visdial:442053
dialog,visdial:442053,ReComp,,10,0.7,548.7690416979603,549.6440174756572,566.6792813659413,19.353980000596493,19.197598012397066,19.957053143298253,568.1230216985568,569.5991179673001,585.8444588608108,0.0,0.0,0.0,0.0,548.7688528955914,,,,83.0,2352.0,2468.6,1.233125376,0.0,5.1688213504,8.5345792512,2.127847424,visdial:442053
dialog,visdial:442053,SparseVLM 25%,0.25,10,0.7,756.4451464917511,772.2203379962593,797.1475982631091,27.80884761014022,24.987900513224304,44.41218783613292,784.2539941018913,801.4415960351471,824.3520996620646,987.3915903999999,9873.915904,,,,0.24489795918367344,0.24489795918367344,0.7538477891156463,83.0,2352.0,2468.6,1.233125376,0.9295888384,5.292396032,6.7084563968,2.1249306624,visdial:442053
dialog,visdial:442053,Static+Diverse 25%,0.25,10,0.7,349.4170926976949,355.44706697692163,367.01047695532907,20.001366606447846,19.730867497855797,21.69262148090638,369.41845930414274,375.387629494071,386.2832316168351,323.485696,3234.85696,16.294198407558724,55.23460872936994,54.9482416943647,0.24744897959183673,0.24744897959183673,0.2623299319727891,83.0,2352.0,2468.6,1.233125376,0.323485696,5.292740096,6.7080795136,2.1185601536,visdial:442053
dialog,visdial:442053,Static+Diverse 50%,0.5,10,0.7,597.0786424994003,609.0885875164531,623.3929288369836,19.828146806685254,19.906843488570303,20.661447240854613,616.9067893060856,628.7023060431238,643.1802836421411,624.689152,6246.89152,23.263336397940293,93.74405648559332,56.85374189633876,0.48979591836734687,0.48979591836734687,0.5065901360544218,83.0,2352.0,2468.6,1.233125376,0.624689152,5.292396032,6.7076531712,2.1147877376,visdial:442053
dialog,visdial:447518,FullLoad,1.0,10,0.7,679.9257072911132,695.117641997058,746.0739057278261,24.329484603367746,19.926477019907907,42.616236506728434,704.255191894481,714.9695525004063,788.6901422345545,1132.46208,11324.6208,0.0,,,1.0,1.0,1.0,86.2,2160.0,2278.9,1.13246208,1.13246208,5.191732736,6.506209792,2.0956389376,visdial:447518
dialog,visdial:447518,ReComp,,10,0.6,512.347061210312,515.5641839955933,529.0553307160735,19.14405059069395,19.057939964113757,19.783493975410238,531.4911118010059,535.1796479953919,547.8983650682494,0.0,0.0,0.0,0.0,512.3468464065809,,,,86.2,2160.0,2278.9,1.13246208,0.0,5.078224384,8.04682752,2.0938891264,visdial:447518
dialog,visdial:447518,SparseVLM 25%,0.25,10,0.5,747.1105451986659,756.5924730151892,791.4282085577725,36.21655429014936,38.62522999406792,53.6800578556722,783.3270994888153,790.6593279913068,836.4954764721915,909.8231807999999,9098.231808,,,,0.2444444444444444,0.2444444444444444,0.7565277777777778,86.2,2160.0,2278.9,1.13246208,0.8567390208,5.191732736,6.5070151168,2.0956389376,visdial:447518
dialog,visdial:447518,Static+Diverse 25%,0.25,10,0.6,337.96948580420576,338.95100449444726,359.11274224636145,22.21532070543617,19.708717009052634,31.319806762621727,360.18480650964193,360.6450734951068,389.4447296974249,292.814848,2928.14848,15.746808348922059,52.31481861555949,57.10678760660812,0.23888888888888887,0.23888888888888887,0.25856481481481486,86.2,2160.0,2278.9,1.13246208,0.292814848,5.191732736,6.5065211392,2.0956389376,visdial:447518
dialog,visdial:447518,Static+Diverse 50%,0.5,10,0.6,564.5655333879404,570.668635511538,578.7703554116888,19.842196407262236,19.84159753192216,20.321228067041375,584.4077297952026,590.6262524949852,599.0595110954018,590.348288,5903.48288,22.94397428049706,88.37851663120091,56.16837000125088,0.4962962962962963,0.4962962962962963,0.5212962962962963,86.2,2160.0,2278.9,1.13246208,0.590348288,5.191732736,6.5064439296000005,2.0956389376,visdial:447518
dialog,visdial:458783,FullLoad,1.0,10,0.1,619.4400916108862,622.8052265068982,690.6897251174087,85.39790109498426,57.73275051615201,195.57446088001595,704.8379927058704,716.1005075322464,835.9300688840449,1226.83392,12268.3392,0.0,,,1.0,1.0,1.0,108.2,2340.0,2483.1,1.22683392,1.22683392,5.28706304,6.7274337792,2.0688150527999998,visdial:458783
dialog,visdial:458783,ReComp,,10,0.1,556.6572516981978,554.6733155206311,586.2735958158737,73.67730480618775,38.099633529782295,192.03829963516907,630.3345565043855,605.1339530094992,754.6264639415313,0.0,0.0,0.0,0.0,556.6570390947163,,,,108.2,2340.0,2483.1,1.22683392,0.0,5.16315904,8.560743219199999,2.0763123712000002,visdial:458783
dialog,visdial:458783,SparseVLM 25%,0.25,10,0.1,727.2010058048181,729.5876430289354,811.5818476682762,91.3996109040454,55.747846519807354,213.465523062041,818.6006167088635,798.5909665294457,971.7512074625118,1007.3276416,10073.276416,,,,0.24615384615384617,0.24615384615384617,0.7742040598290598,108.2,2340.0,2483.1,1.22683392,0.9498198016,5.286104576,6.7276992512,2.0809506816,visdial:458783
dialog,visdial:458783,Static+Diverse 25%,0.25,10,0.0,353.2886066066567,352.2415300249122,378.59653448686004,93.30905828392133,85.59380398946814,200.88018335809463,446.597664890578,421.9653599720914,572.5706401222851,313.524224,3135.24224,15.750120766460896,53.14663637545891,57.17916751164012,0.24615384615384617,0.24615384615384617,0.25555555555555554,108.2,2340.0,2483.1,1.22683392,0.313524224,5.28706304,6.7280294912,2.0809506816,visdial:458783
dialog,visdial:458783,Static+Diverse 50%,0.5,10,0.1,570.597104204353,575.9785474801902,597.4533449218143,89.6285762952175,57.103972969343886,210.12201241974253,660.2256804995704,641.8308869760949,790.8264754980337,611.844096,6118.44096,22.47082045651041,91.86450859415345,58.325254201190546,0.49230769230769234,0.49230769230769234,0.4987179487179487,108.2,2340.0,2483.1,1.22683392,0.611844096,5.286104576,6.726840576,2.0800843776,visdial:458783
dialog,visdial:465837,FullLoad,1.0,10,0.3,583.770660602022,596.036971983267,650.2231766702607,40.51184898708016,20.23482447839342,123.94360015168772,624.2825095891021,615.8973039709963,746.9473048637154,1031.798784,10317.98784,0.0,,,1.0,1.0,1.0,86.0,1968.0,2087.0,1.031798784,1.031798784,5.09106944,6.3021112831999995,2.0332167168,visdial:465837
dialog,visdial:465837,ReComp,,10,0.3,443.7205151945818,447.5358194904402,477.70087799290195,35.84904879098758,19.22919650678523,110.77312543056888,479.5695639855694,466.9129744870588,587.7414430287897,0.0,0.0,0.0,0.0,443.7203206063714,,,,86.0,1968.0,2087.0,1.031798784,0.0,4.987627417600001,7.5784786431999995,2.0332167168,visdial:465837
dialog,visdial:465837,SparseVLM 25%,0.25,10,0.3,696.9000920071267,706.9620889960788,740.5862274492392,54.48777639539912,38.69461448630318,140.43153629754653,751.3878684025258,742.305221996503,880.5464873119488,889.9264512000001,8899.264512,,,,0.2439024390243903,0.2439024390243903,0.815625,86.0,1968.0,2087.0,1.031798784,0.8415608832,5.09106944,6.3038245888,2.0362223615999997,visdial:465837
dialog,visdial:465837,Static+Diverse 25%,0.25,10,0.3,319.8183967033401,319.4090765027795,345.34467039629817,38.27218109508976,19.703603989910334,120.56267825537346,358.0905777984299,339.04443599749357,459.93254299683014,290.193408,2901.93408,15.076550730736926,51.318552636075765,53.51455570780672,0.25406504065040647,0.25406504065040647,0.28125,86.0,1968.0,2087.0,1.031798784,0.290193408,5.09106944,6.302325504,2.0362305536,visdial:465837
dialog,visdial:465837,Static+Diverse 50%,0.5,10,0.3,507.6216568995733,511.1070124839898,530.9513448679354,36.36963610188104,19.73808297771029,111.688092316035,543.9912930014543,536.0565849696286,634.752162915538,556.007424,5560.07424,22.07059659413062,84.61183995241299,55.4724522982724,0.5121951219512194,0.5121951219512194,0.5388719512195121,86.0,1968.0,2087.0,1.031798784,0.556007424,5.09106944,6.3027165696,2.0440162304,visdial:465837
dialog,visdial:466148,FullLoad,1.0,10,0.7,588.4586644999217,584.715373988729,661.2975167954573,27.209431497612968,25.084786000661552,38.31580858968664,615.6680959975347,616.981400467921,683.6656057013897,1021.313024,10213.13024,0.0,,,1.0,1.0,1.0,91.7,1948.0,2073.5,1.021313024,1.021313024,5.081058816,6.2859608576,2.0830134272,visdial:466148
dialog,visdial:466148,ReComp,,10,0.7,438.58609560411423,445.2315849775914,470.2174092119094,21.09692640369758,19.270275020971894,29.480207574670185,459.6830220078118,464.17263499461114,489.636178596993,0.0,0.0,0.0,0.0,438.58583210385405,,,,91.7,1948.0,2073.5,1.021313024,0.0,4.9781902336,7.5428347392,2.0830134272,visdial:466148
dialog,visdial:466148,SparseVLM 25%,0.25,10,0.7,563.6609062901698,582.4321674881503,628.5617765592178,30.599691800307482,30.37183449487202,40.673809152212925,594.2605980904773,610.5811484740116,658.2538688031491,695.6515327999999,6956.515328,,,,0.24640657084188913,0.24640657084188913,0.6342594969199179,91.7,1948.0,2073.5,1.021313024,0.6477774848,5.08058368,6.2859623936,2.0864147456,visdial:466148
dialog,visdial:466148,Static+Diverse 25%,0.25,10,0.7,301.6702784982044,302.9575094988104,320.1998054457363,21.297751390375197,19.264764501713216,30.512616687337847,322.9680298885796,322.5673249689862,345.6407779507572,278.986752,2789.86752,13.660930702462792,46.96821927209385,53.72726620407775,0.26283367556468173,0.26283367556468173,0.2731647843942505,91.7,1948.0,2073.5,1.021313024,0.278986752,5.081058816,6.2861733888,2.0793663488,visdial:466148
dialog,visdial:466148,Static+Diverse 50%,0.5,10,0.7,499.85483399941586,506.8522849760484,524.8143487377092,21.620490710483864,19.944119529100135,30.208685918478274,521.4753247098997,526.5579875267576,547.2748743050033,540.34432,5403.4432,21.463364269584417,81.20899620116688,55.792907398426905,0.5071868583162218,0.5071868583162218,0.5290682751540041,91.7,1948.0,2073.5,1.021313024,0.54034432,5.08058368,6.2858039296,2.0793663488,visdial:466148
dialog,visdial:466354,FullLoad,1.0,10,0.6,528.7689899036195,531.9385359762236,550.5459580657771,41.53415329637937,41.44838699721731,60.97155109164305,570.3031431999989,569.7106320003513,593.6091359559214,773.849088,7738.49088,0.0,,,1.0,1.0,1.0,95.5,1476.0,1605.9,0.773849088,0.773849088,4.833119744,5.7897012736,2.100580352,visdial:466354
dialog,visdial:466354,ReComp,,10,0.6,317.9129005060531,319.72859951201826,329.4607589545194,26.891845394857228,19.56830799463205,49.115986516699174,344.80474590091035,340.627283527283,367.7520919445669,0.0,0.0,0.0,0.0,317.9127527982928,,,,95.5,1476.0,1605.9,0.773849088,0.0,4.7554726912,6.4999122432,2.100580352,visdial:466354
dialog,visdial:466354,SparseVLM 25%,0.25,10,0.6,474.89764819620177,488.1616975180805,512.3062766127987,36.88874320941977,32.45929052354768,67.73369097791142,511.78639140562154,525.5837235308718,579.7804606729187,588.84096,5888.4096,,,,0.2439024390243903,0.2439024390243903,0.7140497967479675,95.5,1476.0,1605.9,0.773849088,0.552566784,4.833119744,5.7904011264,2.100580352,visdial:466354
dialog,visdial:466354,Static+Diverse 25%,0.25,10,0.6,248.2556125964038,252.82299099490047,263.3234433596954,28.41786909266375,20.213504001731053,48.46265116939319,276.67348168906756,278.2957029994577,294.7231770202052,198.57408,1985.7408,12.57407363737002,39.33548855711706,51.05665609589778,0.22086720867208673,0.22086720867208673,0.2566056910569106,95.5,1476.0,1605.9,0.773849088,0.19857408,4.833119744,5.7897995776,2.100580352,visdial:466354
